Order_ID,Order Date,Customer Name,City,Country Name,Region,Segment,Ship Date,Ship Mode,State,Product Name,Discount,Sales,Profit,Quantity,Category,Sub-Category
AZ-2011-3755505,09/09/2011,Jeremy Pilcher,Innsbruck,AT,Central,Corporate,16/09/2011,Economy,Tyrol,"Enermax Message Books, Premium",0,$45.00,$2.00,2,Office Supplies,Paper
AZ-2011-3755505,09/09/2011,Jeremy Pilcher,Innsbruck,AT,Central,Corporate,16/09/2011,Economy,Tyrol,"Brother Fax Machine, Laser",0,"$1,593.00",$653.00,5,Technology,Copiers
AZ-2011-4234441,28/09/2011,Jean Crowley,Graz,AT,Central,Corporate,30/09/2011,Economy Plus,Styria,"SAFCO Chairmat, Adjustable",0,$187.00,$41.00,3,Furniture,Chairs
AZ-2011-8069544,10/10/2011,Maddison Newman,Linz,AT,Central,Corporate,10/12/2011,Priority,Upper Austria,"Hon Legal Exhibit Labels, Adjustable",0,$70.00,$11.00,8,Office Supplies,Labels
AZ-2011-7589945,20/10/2011,Rebecca Heysen,Vienna,AT,Central,Corporate,24/10/2011,Economy,Vienna,"Eldon Clock, Black",0,$57.00,$16.00,1,Furniture,Furnishings
AZ-2011-9135395,16/11/2011,Toby Conway,Vienna,AT,Central,Consumer,18/11/2011,Economy Plus,Vienna,"Tenex Trays, Wire Frame",0,$320.00,$160.00,6,Office Supplies,Storage
AZ-2011-4495779,22/11/2011,Ramona Hohl,Vienna,AT,Central,Consumer,27/11/2011,Economy,Vienna,"Rogers File Cart, Single Width",0,$426.00,$68.00,3,Office Supplies,Storage
AZ-2011-2986519,24/11/2011,Kerry Dorsey,Vienna,AT,Central,Consumer,26/11/2011,Priority,Vienna,"Canon Fax and Copier, Color",0,$964.00,$231.00,5,Technology,Copiers
AZ-2011-2986519,24/11/2011,Kerry Dorsey,Vienna,AT,Central,Consumer,26/11/2011,Priority,Vienna,"Epson Receipt Printer, Wireless",0,$351.00,$84.00,3,Technology,Machines
AZ-2011-7176168,17/12/2011,Carl Proctor,Vienna,AT,Central,Consumer,24/12/2011,Economy,Vienna,"Cardinal Index Tab, Economy",0,$18.00,$8.00,2,Office Supplies,Binders
AZ-2011-5720864,17/12/2011,Carrie Boots,Vienna,AT,Central,Corporate,21/12/2011,Economy,Vienna,"Wilson Jones Index Tab, Recycled",0,$41.00,$11.00,6,Office Supplies,Binders
AZ-2011-5720864,17/12/2011,Carrie Boots,Vienna,AT,Central,Corporate,21/12/2011,Economy,Vienna,"Stockwell Rubber Bands, Metal",0,$117.00,$56.00,7,Office Supplies,Fasteners
AZ-2011-5720864,17/12/2011,Carrie Boots,Vienna,AT,Central,Corporate,21/12/2011,Economy,Vienna,"Memorex Memory Card, Bluetooth",0,$716.00,$150.00,7,Technology,Accessories
AZ-2011-6760420,19/12/2011,Daniel Hamilton,Vienna,AT,Central,Home Office,23/12/2011,Economy,Vienna,"Safco 3-Shelf Cabinet, Mobile",0,"$1,542.00",$200.00,9,Furniture,Bookcases
AZ-2011-6760420,19/12/2011,Daniel Hamilton,Vienna,AT,Central,Home Office,23/12/2011,Economy,Vienna,"Office Star Executive Leather Armchair, Adjustable",0,"$1,395.00",$572.00,3,Furniture,Chairs
AZ-2011-6760420,19/12/2011,Daniel Hamilton,Vienna,AT,Central,Home Office,23/12/2011,Economy,Vienna,"Rogers Shelving, Wire Frame",0,$184.00,$57.00,3,Office Supplies,Storage
AZ-2011-6760420,19/12/2011,Daniel Hamilton,Vienna,AT,Central,Home Office,23/12/2011,Economy,Vienna,"Stiletto Ruler, High Speed",0,$179.00,$23.00,12,Office Supplies,Supplies
AZ-2011-4342621,27/12/2011,Michael Wilson,Vienna,AT,Central,Home Office,30/12/2011,Priority,Vienna,"Binney & Smith Pencil Sharpener, Easy-Erase",0,$56.00,$6.00,2,Office Supplies,Art
AZ-2011-4342621,27/12/2011,Michael Wilson,Vienna,AT,Central,Home Office,30/12/2011,Priority,Vienna,"Avery Binder, Economy",0,$52.00,$20.00,4,Office Supplies,Binders
AZ-2011-4342621,27/12/2011,Michael Wilson,Vienna,AT,Central,Home Office,30/12/2011,Priority,Vienna,"Cardinal Hole Reinforcements, Recycled",0,$51.00,$21.00,9,Office Supplies,Binders
AZ-2011-4342621,27/12/2011,Michael Wilson,Vienna,AT,Central,Home Office,30/12/2011,Priority,Vienna,"Wilson Jones Binding Machine, Economy",0,$98.00,$35.00,2,Office Supplies,Binders
AZ-2011-4342621,27/12/2011,Michael Wilson,Vienna,AT,Central,Home Office,30/12/2011,Priority,Vienna,"Fellowes Folders, Single Width",0,$79.00,$32.00,3,Office Supplies,Storage
AZ-2011-4342621,27/12/2011,Michael Wilson,Vienna,AT,Central,Home Office,30/12/2011,Priority,Vienna,"Kleencut Scissors, High Speed",0,$89.00,$28.00,4,Office Supplies,Supplies
AZ-2011-4342621,27/12/2011,Michael Wilson,Vienna,AT,Central,Home Office,30/12/2011,Priority,Vienna,"Canon Personal Copier, High-Speed",0,$282.00,$76.00,2,Technology,Copiers
AZ-2012-8319286,01/12/2012,Daniel Howells,Vienna,AT,Central,Corporate,17/01/2012,Economy,Vienna,"Acco Index Tab, Clear",0,$17.00,$3.00,2,Office Supplies,Binders
AZ-2012-8319286,01/12/2012,Daniel Howells,Vienna,AT,Central,Corporate,17/01/2012,Economy,Vienna,"Hon Legal Exhibit Labels, Alphabetical",0,$53.00,$2.00,5,Office Supplies,Labels
AZ-2012-8319286,01/12/2012,Daniel Howells,Vienna,AT,Central,Corporate,17/01/2012,Economy,Vienna,"Green Bar Memo Slips, 8.5 x 11",0,$63.00,$31.00,3,Office Supplies,Paper
AZ-2012-8319286,01/12/2012,Daniel Howells,Vienna,AT,Central,Corporate,17/01/2012,Economy,Vienna,"Fellowes Box, Single Width",0,$79.00,$5.00,4,Office Supplies,Storage
AZ-2012-8319286,01/12/2012,Daniel Howells,Vienna,AT,Central,Corporate,17/01/2012,Economy,Vienna,"Sharp Copy Machine, Laser",0,"$1,195.00",$155.00,5,Technology,Copiers
AZ-2012-8319286,01/12/2012,Daniel Howells,Vienna,AT,Central,Corporate,17/01/2012,Economy,Vienna,"Apple Signal Booster, Cordless",0,$558.00,$139.00,4,Technology,Phones
AZ-2012-6624087,18/01/2012,Mark Washington,Vienna,AT,Central,Home Office,22/01/2012,Economy,Vienna,"Eldon File Cart, Single Width",0,$257.00,$110.00,2,Office Supplies,Storage
AZ-2012-6624087,18/01/2012,Mark Washington,Vienna,AT,Central,Home Office,22/01/2012,Economy,Vienna,"Fellowes Shelving, Wire Frame",0,$285.00,$117.00,5,Office Supplies,Storage
AZ-2012-6624087,18/01/2012,Mark Washington,Vienna,AT,Central,Home Office,22/01/2012,Economy,Vienna,"Rogers File Cart, Single Width",0,$852.00,$136.00,6,Office Supplies,Storage
AZ-2012-2484319,24/01/2012,Peter Daly,Innsbruck,AT,Central,Consumer,26/01/2012,Priority,Tyrol,"Boston Pencil Sharpener, Easy-Erase",0,$91.00,$14.00,3,Office Supplies,Art
AZ-2012-6238242,25/01/2012,Mike Langer,Vienna,AT,Central,Corporate,30/01/2012,Economy,Vienna,"Office Star Chairmat, Set of Two",0,$68.00,$30.00,1,Furniture,Chairs
AZ-2012-6238242,25/01/2012,Mike Langer,Vienna,AT,Central,Corporate,30/01/2012,Economy,Vienna,"Ibico Binding Machine, Recycled",0,$362.00,$65.00,7,Office Supplies,Binders
AZ-2012-6238242,25/01/2012,Mike Langer,Vienna,AT,Central,Corporate,30/01/2012,Economy,Vienna,"Cameo Interoffice Envelope, Recycled",0,$231.00,$97.00,5,Office Supplies,Envelopes
AZ-2012-6238242,25/01/2012,Mike Langer,Vienna,AT,Central,Corporate,30/01/2012,Economy,Vienna,"Hewlett Ink, Digital",0,$297.00,$133.00,2,Technology,Copiers
AZ-2012-1940547,27/01/2012,Faith Chambers,Vienna,AT,Central,Consumer,02/03/2012,Economy,Vienna,"Cardinal Hole Reinforcements, Durable",0,$14.00,$3.00,2,Office Supplies,Binders
AZ-2012-9024029,28/01/2012,Imogen Steele,Linz,AT,Central,Corporate,02/02/2012,Economy,Upper Austria,"Binney & Smith Pencil Sharpener, Fluorescent",0,$27.00,$1.00,1,Office Supplies,Art
AZ-2012-400830,02/07/2012,Bonnie Wilson,Graz,AT,Central,Corporate,02/11/2012,Economy,Styria,"Eldon Photo Frame, Black",0,$232.00,$42.00,4,Furniture,Furnishings
AZ-2012-400830,02/07/2012,Bonnie Wilson,Graz,AT,Central,Corporate,02/11/2012,Economy,Styria,"Rubbermaid Frame, Erganomic",0,$434.00,$161.00,4,Furniture,Furnishings
AZ-2012-852937,03/07/2012,Eve Bates,Vienna,AT,Central,Consumer,03/09/2012,Economy Plus,Vienna,"Hewlett Fax Machine, Color",0,"$1,285.00",$450.00,4,Technology,Copiers
AZ-2012-4310145,27/03/2012,Owen Faulkner,Vienna,AT,Central,Home Office,27/03/2012,Immediate,Vienna,"Eldon File Cart, Single Width",0,$128.00,$55.00,1,Office Supplies,Storage
AZ-2012-1332956,04/03/2012,Leah Derham,Vienna,AT,Central,Consumer,04/05/2012,Priority,Vienna,"Wilson Jones Hole Reinforcements, Recycled",0,$10.00,$2.00,2,Office Supplies,Binders
AZ-2012-7832440,04/11/2012,Georgina Storey,Vienna,AT,Central,Consumer,15/04/2012,Economy,Vienna,"Safco Floating Shelf Set, Mobile",0,$399.00,$48.00,2,Furniture,Bookcases
AZ-2012-7832440,04/11/2012,Georgina Storey,Vienna,AT,Central,Consumer,15/04/2012,Economy,Vienna,"BIC Markers, Water Color",0,$89.00,$31.00,3,Office Supplies,Art
AZ-2012-7832440,04/11/2012,Georgina Storey,Vienna,AT,Central,Consumer,15/04/2012,Economy,Vienna,"Hon Round Labels, Adjustable",0,$23.00,$8.00,5,Office Supplies,Labels
AZ-2012-7832440,04/11/2012,Georgina Storey,Vienna,AT,Central,Consumer,15/04/2012,Economy,Vienna,"Smead File Cart, Blue",0,"$1,147.00",$11.00,9,Office Supplies,Storage
AZ-2012-3048240,23/04/2012,Gemma Curlewis,Vienna,AT,Central,Corporate,27/04/2012,Economy,Vienna,"SanDisk Keyboard, Programmable",0,$415.00,$66.00,5,Technology,Accessories
AZ-2012-184298,26/04/2012,Ali Mander-Jones,Vienna,AT,Central,Home Office,29/04/2012,Priority,Vienna,"Advantus Thumb Tacks, Assorted Sizes",0,$11.00,$2.00,1,Office Supplies,Fasteners
AZ-2012-8039360,27/04/2012,Matthew Gill,Vienna,AT,Central,Home Office,05/04/2012,Economy,Vienna,"Acco Binder, Durable",0,$50.00,$14.00,3,Office Supplies,Binders
AZ-2012-8039360,27/04/2012,Matthew Gill,Vienna,AT,Central,Home Office,05/04/2012,Economy,Vienna,"Stockwell Thumb Tacks, Metal",0,$27.00,$9.00,2,Office Supplies,Fasteners
AZ-2012-8039360,27/04/2012,Matthew Gill,Vienna,AT,Central,Home Office,05/04/2012,Economy,Vienna,"Harbour Creations Round Labels, Laser Printer Compatible",0,$27.00,$4.00,4,Office Supplies,Labels
AZ-2012-8039360,27/04/2012,Matthew Gill,Vienna,AT,Central,Home Office,05/04/2012,Economy,Vienna,"Smead Box, Blue",0,$43.00,$0.00,4,Office Supplies,Storage
AZ-2012-8039360,27/04/2012,Matthew Gill,Vienna,AT,Central,Home Office,05/04/2012,Economy,Vienna,"Okidata Calculator, White",0,$254.00,$5.00,5,Technology,Machines
AZ-2012-9817190,28/04/2012,Keith Martinez,Vienna,AT,Central,Consumer,05/04/2012,Economy,Vienna,"Boston Highlighters, Blue",0,$19.00,$5.00,1,Office Supplies,Art
AZ-2012-9817190,28/04/2012,Keith Martinez,Vienna,AT,Central,Consumer,05/04/2012,Economy,Vienna,"Boston Highlighters, Fluorescent",0,$40.00,$10.00,2,Office Supplies,Art
AZ-2012-9817190,28/04/2012,Keith Martinez,Vienna,AT,Central,Consumer,05/04/2012,Economy,Vienna,"Hon Color Coded Labels, Adjustable",0,$21.00,$3.00,2,Office Supplies,Labels
AZ-2012-9817190,28/04/2012,Keith Martinez,Vienna,AT,Central,Consumer,05/04/2012,Economy,Vienna,"Xerox Computer Printout Paper, Multicolor",0,$83.00,$18.00,3,Office Supplies,Paper
AZ-2012-9817190,28/04/2012,Keith Martinez,Vienna,AT,Central,Consumer,05/04/2012,Economy,Vienna,"Okidata Phone, White",0,$426.00,$4.00,5,Technology,Machines
AZ-2012-6341558,06/11/2012,Bryce Efird,Vienna,AT,Central,Corporate,15/06/2012,Economy,Vienna,"Binney & Smith Pens, Water Color",0,$30.00,$11.00,2,Office Supplies,Art
AZ-2012-6341558,06/11/2012,Bryce Efird,Vienna,AT,Central,Corporate,15/06/2012,Economy,Vienna,"Tenex File Cart, Industrial",0,$402.00,$76.00,3,Office Supplies,Storage
AZ-2012-8935419,19/06/2012,Rachel Goddard,Vienna,AT,Central,Consumer,24/06/2012,Economy,Vienna,"Novimex File Folder Labels, Alphabetical",0,$24.00,$3.00,3,Office Supplies,Labels
AZ-2012-8935419,19/06/2012,Rachel Goddard,Vienna,AT,Central,Consumer,24/06/2012,Economy,Vienna,"Motorola Headset, Cordless",0,$248.00,$79.00,3,Technology,Phones
AZ-2012-9180842,21/06/2012,Joel Ortega,Vienna,AT,Central,Corporate,28/06/2012,Economy,Vienna,"Fiskars Shears, Steel",0,$94.00,$27.00,2,Office Supplies,Supplies
AZ-2012-5450030,08/08/2012,Georgina Fuller,Vienna,AT,Central,Consumer,08/12/2012,Economy,Vienna,"Sanford Highlighters, Easy-Erase",0,$48.00,$2.00,3,Office Supplies,Art
AZ-2012-5450030,08/08/2012,Georgina Fuller,Vienna,AT,Central,Consumer,08/12/2012,Economy,Vienna,"Avery Binding Machine, Recycled",0,$197.00,$85.00,4,Office Supplies,Binders
AZ-2012-5450030,08/08/2012,Georgina Fuller,Vienna,AT,Central,Consumer,08/12/2012,Economy,Vienna,"Kraft Clasp Envelope, with clear poly window",0,$50.00,$24.00,4,Office Supplies,Envelopes
AZ-2012-2938834,08/12/2012,Gail Thompson,Graz,AT,Central,Consumer,16/08/2012,Economy Plus,Styria,"Fiskars Scissors, Serrated",0,$60.00,$27.00,3,Office Supplies,Supplies
AZ-2012-451470,29/08/2012,Amy Nixon,Vienna,AT,Central,Consumer,31/08/2012,Priority,Vienna,"Apple Office Telephone, VoIP",0,$719.00,$273.00,11,Technology,Phones
AZ-2012-5001546,30/08/2012,Lloyd Barnes,Vienna,AT,Central,Corporate,09/01/2012,Priority,Vienna,"Smead File Cart, Industrial",0,$257.00,$72.00,2,Office Supplies,Storage
AZ-2012-1100963,09/04/2012,Ewan Walton,Vienna,AT,Central,Consumer,09/04/2012,Immediate,Vienna,"Advantus Photo Frame, Erganomic",0,$206.00,$99.00,4,Furniture,Furnishings
AZ-2012-1100963,09/04/2012,Ewan Walton,Vienna,AT,Central,Consumer,09/04/2012,Immediate,Vienna,"GlobeWeis Manila Envelope, Set of 50",0,$27.00,$9.00,1,Office Supplies,Envelopes
AZ-2012-1100963,09/04/2012,Ewan Walton,Vienna,AT,Central,Consumer,09/04/2012,Immediate,Vienna,"Hon Round Labels, Adjustable",0,$9.00,$3.00,2,Office Supplies,Labels
AZ-2012-982062,28/09/2012,Leah Derham,Vienna,AT,Central,Consumer,10/02/2012,Economy Plus,Vienna,"SanDisk Memo Slips, Premium",0,$68.00,$26.00,4,Office Supplies,Paper
AZ-2012-982062,28/09/2012,Leah Derham,Vienna,AT,Central,Consumer,10/02/2012,Economy Plus,Vienna,"Smead Shelving, Blue",0,$98.00,$29.00,2,Office Supplies,Storage
AZ-2012-3601642,29/09/2012,Rebecca Cook,Vienna,AT,Central,Corporate,10/04/2012,Economy Plus,Vienna,"Boston Pencil Sharpener, Easy-Erase",0,$181.00,$29.00,6,Office Supplies,Art
AZ-2012-3601642,29/09/2012,Rebecca Cook,Vienna,AT,Central,Corporate,10/04/2012,Economy Plus,Vienna,"Elite Scissors, High Speed",0,$90.00,$43.00,4,Office Supplies,Supplies
AZ-2012-9763714,17/10/2012,Audrey Emanuel,Innsbruck,AT,Central,Consumer,21/10/2012,Economy,Tyrol,"Dania Classic Bookcase, Traditional",0,$822.00,$353.00,2,Furniture,Bookcases
AZ-2012-331125,11/07/2012,Amber Adams,Vienna,AT,Central,Corporate,11/09/2012,Economy Plus,Vienna,"Kraft Peel and Seal, Security-Tint",0,$69.00,$11.00,3,Office Supplies,Envelopes
AZ-2012-4857966,11/07/2012,Freddie Kaur,Graz,AT,Central,Consumer,11/11/2012,Economy,Styria,"Avery Binder Covers, Durable",0,$126.00,$16.00,10,Office Supplies,Binders
AZ-2012-6999743,12/03/2012,Scott Higgins,Vienna,AT,Central,Home Office,12/08/2012,Economy,Vienna,"Logitech Router, Bluetooth",0,"$1,237.00",$99.00,5,Technology,Accessories
AZ-2013-273412,14/01/2013,Zachary Warner,Vienna,AT,Central,Consumer,14/01/2013,Immediate,Vienna,"KitchenAid Blender, Black",0,$388.00,$147.00,4,Office Supplies,Appliances
AZ-2013-273412,14/01/2013,Zachary Warner,Vienna,AT,Central,Consumer,14/01/2013,Immediate,Vienna,"Wilson Jones Hole Reinforcements, Clear",0,$4.00,$0.00,1,Office Supplies,Binders
AZ-2013-273412,14/01/2013,Zachary Warner,Vienna,AT,Central,Consumer,14/01/2013,Immediate,Vienna,"Memorex Flash Drive, USB",0,$89.00,$8.00,3,Technology,Accessories
AZ-2013-1380868,16/01/2013,Chloe O'Dea,Vienna,AT,Central,Consumer,20/01/2013,Economy,Vienna,"Sanford Pencil Sharpener, Easy-Erase",0,$135.00,$68.00,5,Office Supplies,Art
AZ-2013-7980610,18/01/2013,Brodie Hart,Salzburg,AT,Central,Home Office,22/01/2013,Economy,Salzburg,"Motorola Audio Dock, with Caller ID",0,$520.00,$203.00,3,Technology,Phones
AZ-2013-469953,18/01/2013,Angus De Groot,Vienna,AT,Central,Corporate,21/01/2013,Priority,Vienna,"Rubbermaid Photo Frame, Durable",0,$146.00,$7.00,3,Furniture,Furnishings
AZ-2013-6752610,28/01/2013,Riley Howells,Vienna,AT,Central,Consumer,02/03/2013,Economy,Vienna,"Stanley Pens, Fluorescent",0,$45.00,$4.00,4,Office Supplies,Art
AZ-2013-4695676,30/01/2013,Paige Hopley,Vienna,AT,Central,Consumer,02/05/2013,Economy,Vienna,"Cardinal Binding Machine, Clear",0,$197.00,$79.00,4,Office Supplies,Binders
AZ-2013-4695676,30/01/2013,Paige Hopley,Vienna,AT,Central,Consumer,02/05/2013,Economy,Vienna,"Elite Scissors, Serrated",0,$77.00,$5.00,4,Office Supplies,Supplies
AZ-2013-8073030,02/05/2013,Edward Davidson,Linz,AT,Central,Home Office,02/09/2013,Economy,Upper Austria,"Ibico Index Tab, Clear",0,$45.00,$8.00,5,Office Supplies,Binders
AZ-2013-4378960,02/11/2013,Nathan Iqbal,Villach,AT,Central,Consumer,16/02/2013,Economy,Carinthia,"BIC Highlighters, Easy-Erase",0,$19.00,$4.00,1,Office Supplies,Art
AZ-2013-4467970,13/02/2013,Niki Peirce,Vienna,AT,Central,Consumer,19/02/2013,Economy,Vienna,"Wilson Jones Binding Machine, Clear",0,$339.00,$102.00,7,Office Supplies,Binders
AZ-2013-3893107,03/03/2013,Jose Gambino,Vienna,AT,Central,Corporate,03/07/2013,Economy Plus,Vienna,"Avery Binder Covers, Clear",0,$21.00,$5.00,2,Office Supplies,Binders
AZ-2013-3893107,03/03/2013,Jose Gambino,Vienna,AT,Central,Corporate,03/07/2013,Economy Plus,Vienna,"Belkin Flash Drive, Programmable",0,$130.00,$13.00,3,Technology,Accessories
AZ-2013-6397384,03/08/2013,Andy Henderson,Vienna,AT,Central,Home Office,03/08/2013,Immediate,Vienna,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",0,$23.00,$4.00,2,Office Supplies,Labels
AZ-2013-1201319,03/11/2013,Nicholas Watkins,Vienna,AT,Central,Consumer,16/03/2013,Economy,Vienna,"Stanley Sketch Pad, Blue",0,$133.00,$44.00,3,Office Supplies,Art
AZ-2013-1201319,03/11/2013,Nicholas Watkins,Vienna,AT,Central,Consumer,16/03/2013,Economy,Vienna,"Acco 3-Hole Punch, Clear",0,$296.00,$50.00,10,Office Supplies,Binders
AZ-2013-1201319,03/11/2013,Nicholas Watkins,Vienna,AT,Central,Consumer,16/03/2013,Economy,Vienna,"Cisco Signal Booster, Cordless",0,$464.00,$28.00,3,Technology,Phones
AZ-2013-3020198,13/03/2013,Madeleine Nixon,Vienna,AT,Central,Home Office,17/03/2013,Economy,Vienna,"Hamilton Beach Coffee Grinder, Black",0,$126.00,$3.00,3,Office Supplies,Appliances
AZ-2013-3020198,13/03/2013,Madeleine Nixon,Vienna,AT,Central,Home Office,17/03/2013,Economy,Vienna,"Eldon Box, Single Width",0,$72.00,$21.00,7,Office Supplies,Storage
